anio_fiscal,mes_fiscal,tipo_contribuyente,actividad_economica,impuesto_causado_601,imp_a_pagar_por_percepcion_699,imp_a_pagar_por_retencion_799,total_compras_locales_e_importac_519,total_ventas_y_exportaciones_419
2017,5,SOCIEDADES,C1071,1350654.87,1132043.41,283036.48,17418527.63,27006882.029999997
2017,5,SOCIEDADES,C1103,7129747.4399999995,6055528.64,415393.05,18161092.5,66016764.11000001
2017,6,SOCIEDADES,C1050,2455341.42,2040070.07,1038547.72,58504777.02,77186258.12
2017,6,SOCIEDADES,C1071,1224627.11,1024511.25,261335.55000000002,15667222.059999999,26540500.61
2017,6,SOCIEDADES,C1103,5855241.58,4859692.16,511735.59,19784807.18,65943716.5
2017,7,SOCIEDADES,C1050,2366088.1,2049992.82,797073.01,56935807.56,74517769.82000001
2017,7,SOCIEDADES,C1071,1336628.63,1150183.03,244233.81000000003,16217604.24,27377071.98
2017,7,SOCIEDADES,C1103,5960222.09,5014690.14,364570.9,17485726.85,64552081.01
2017,8,SOCIEDADES,C1050,1555942.3499999999,1226335.24,1676269.73,65363015.81,77351648.15
2017,8,SOCIEDADES,C1071,1341490.24,1149369.44,255900.33000000002,18416493.49,28603430.15
2017,8,SOCIEDADES,C1103,6834823.16,5712688.63,548426.21,21818674.21,72361407.13
2017,9,SOCIEDADES,C1050,2159854.2800000003,1883697.7,1078118.9000000001,58788358.31,75791441.39
2017,9,SOCIEDADES,C1071,1328892.43,1139756.68,313895.10000000003,18349977.14,28166009.110000003
2017,9,SOCIEDADES,C1103,5618922.19,4728324.67,778259.57,19403494.91,61299107.94
2017,10,SOCIEDADES,C1050,2735578.3699999996,2418268.15,692220.7,53682555.52,70747922.36
2017,10,SOCIEDADES,C1071,1344322.38,1150621.8599999999,266787.86,18764820.03,29470244.389999997
2017,10,SOCIEDADES,C1103,5384007.57,4313521.52,394642.64,20782076.02,62699026.56
2017,11,SOCIEDADES,C1050,1591236.88,1355582.16,1588954.21,61397858.87,78205642.34
2017,11,SOCIEDADES,C1071,1129013.96,945493.27,317384.28,18294188.51,28105905.1
2017,11,SOCIEDADES,C1103,5586911.29,4418175.74,2044021.4,29917653.96,76572012.67
2017,12,SOCIEDADES,C1050,1882304.75,1297620.75,1295404.9,75510484.98,82048590.77
2017,12,SOCIEDADES,C1071,656836.08,517446.36,470471.01,22890357.85,26961606.060000002
2017,12,SOCIEDADES,C1103,6483382.24,5154564.98,2270171.38,35417804.16,85661134.7
2018,1,SOCIEDADES,C1050,2487816.82,2238906.25,581587.85,49792117.07,71217129.34
2018,1,SOCIEDADES,C1071,1509054.49,880055.58,218144.61000000002,15554023.91,29548537.209999997
2018,1,SOCIEDADES,C1103,5586946.65,4530580.87,569339.3,18986046.770000003,65433657.24
2018,2,SOCIEDADES,C1050,1557102.23,1117574.69,1663120.47,62672741.22,71507063.06
2018,2,SOCIEDADES,C1071,998148.89,854075.65,237056.2,14784588.799999999,23663155.8
2018,2,SOCIEDADES,C1103,9377606.83,8295252.68,110744.11,6847779.76,84320581.24
2018,3,SOCIEDADES,C1050,3191379.81,2582055.44,925241.58,53218352.47,83321701.89
2018,3,SOCIEDADES,C1071,1231777.37,1059618.52,292816.11,16793950.43,27551528.3
2018,3,SOCIEDADES,C1103,3563924.82,2262416.16,562452.52,19403728.05,56616675.27
2018,4,SOCIEDADES,C1050,2375540.17,1948011.81,785556.55,58125211.76,78416636.61
2018,4,SOCIEDADES,C1071,997102.59,838302.14,252070.51,15885860.25,24848096.3
2018,4,SOCIEDADES,C1103,6523763.79,5421255.63,574105.72,19283362.66,62010490.27
2018,5,SOCIEDADES,C1050,2082415.71,1575958.5699999998,1665657.8499999999,64974342.35,89588196.87
2018,5,SOCIEDADES,C1071,1266973.8800000001,1096081.4200000002,250193.91,17299614.6,28676436.39
2018,5,SOCIEDADES,C1103,6264749.51,5129452.39,457289.89,18271412.24,67896071.61
2018,6,SOCIEDADES,C1050,2525639.36,2050394.74,1078045.24,62513625.26,79298381.48
2018,6,SOCIEDADES,C1071,1046306.6900000001,894541.78,330590.76,17294282.79,26506118.720000003
2018,6,SOCIEDADES,C1103,4889357.69,3811298.57,700436.92,20892793.52,59950336.39
2018,7,SOCIEDADES,C1050,7621360.09,7204283.67,768367.49,59801916.3,122111922.34
2018,7,SOCIEDADES,C1071,1252477.1500000001,1073339.35,308453.69,18344411.66,29053683.200000003
2018,7,SOCIEDADES,C1103,5986151.58,5019686.61,397595.74,14477819.68,62266995.74
2018,8,SOCIEDADES,C1050,1355178.7,934358.3,1679672.79,66008008.34,74832468.4
2018,8,SOCIEDADES,C1071,1450829.08,1251472.21,275573.35,18585661.43,30757882.51
2018,8,SOCIEDADES,C1103,6538918.47,5494863.54,386654.4,17543403.36,70477960.48
2018,9,SOCIEDADES,C1050,2313952.58,1883184.97,922594.41,57644502.37,72880732.6
2018,9,SOCIEDADES,C1071,1433265.21,1241660.56,271783.37,17208742.29,29118811.37
2018,9,SOCIEDADES,C1103,6330817.28,5244001.42,230927.67,14143216.49,64554253.45
2018,10,SOCIEDADES,C1050,1836141.1300000001,1422900.33,967975.75,63514501.050000004,75923534.92999999
2018,10,SOCIEDADES,C1071,1278908.1099999999,1074518.96,293795.91000000003,19412675.95,31863682.09
2018,10,SOCIEDADES,C1103,6808886.31,5719488.08,308926.84,13808530.43,68621149.96
2018,11,SOCIEDADES,C1050,1405890.21,894760.4299999999,1679998.68,63830174.03,79456218.64999999
2018,11,SOCIEDADES,C1071,1078625.07,909814.01,300817.58,18250727.18,29649200.830000002
2018,11,SOCIEDADES,C1103,6024077.38,4824081.68,475779.41,18367334.51,71706573.13
2018,12,SOCIEDADES,C1050,1933910.5999999999,1473130.73,1338515.56,66417527.32,70436126.9
2018,12,SOCIEDADES,C1071,655685.86,573689.7,454705.5,20170319.11,26488566.72
2018,12,SOCIEDADES,C1103,2526477.2,1163490.34,7929153.35,78635609.55,94816967.49
2019,1,SOCIEDADES,C1050,2455994.7,2051741.49,622756.29,52771081.53,71925697.07
2019,1,SOCIEDADES,C1071,1467734.5,922114.51,213773.87,15910146.73,29603431.31
2019,1,SOCIEDADES,C1103,5629429.74,4644926.69,293531.25,18091117.51,62133983.78
2019,2,SOCIEDADES,C1050,1955506.07,1521840.58,1491561.3699999999,55657293.28,74167236.93
2019,2,SOCIEDADES,C1071,1161781.04,979509.4,255068.94,15795483.57,25073747.54
2019,2,SOCIEDADES,C1103,6760507.97,5687362.27,200590.95,10819482.01,65697837.75
2019,3,SOCIEDADES,C1050,2633278.3,2210911.15,1260252.28,60021620.18,77989314.8
2019,3,SOCIEDADES,C1071,1160136.3,1017554.1099999999,287463.77,16217303.870000001,26026154.18
2019,3,SOCIEDADES,C1103,6523028.6,5391800.28,248714.11,17708908.33,70136565.57
2019,4,SOCIEDADES,C1050,2343652.52,1884900.76,739136.64,57429466.08,79370081.65
2019,4,SOCIEDADES,C1071,1107630.27,932146.94,266573.31,15959239.73,26333254.45
2019,4,SOCIEDADES,C1103,7482537.07,6386595.55,375099.41,16683126.36,76930940.98
2019,5,SOCIEDADES,C1050,1436784.73,973669.1,1713162.26,72448866.07,83963047.1
2019,5,SOCIEDADES,C1071,1243420,1060067.1099999999,275279.81,17173411.19,28909003.200000003
2019,5,SOCIEDADES,C1103,6252458.27,5233365.52,341293.15,19238318.99,69344074.53
2019,6,SOCIEDADES,C1050,2411829.17,1976789.19,1096540.8900000001,59943602.699999996,79070785.59
2019,6,SOCIEDADES,C1071,1120516.81,958365.47,295954.19,16566404.08,26760839.500000004
2019,6,SOCIEDADES,C1103,4334196.34,3594639.61,434913.52,15640069.83,49395996.49
2019,7,SOCIEDADES,C1050,2661411.12,2209886.03,935863.12,61237245.7,83232696.38000001
2019,7,SOCIEDADES,C1071,1295677.61,1107609.68,243709.09999999998,16983893.48,28974554.71
2019,7,SOCIEDADES,C1103,1844701.25,1244877.87,713856.18,19698135.05,33318310.49
2019,8,SOCIEDADES,C1050,2259269.01,1871550.4800000002,1842892.8499999999,70860592.8,82607489.47
2019,8,SOCIEDADES,C1071,1393024.06,1204587.07,256284.87,17290073.93,30229532.290000003
2019,8,SOCIEDADES,C1103,964742.49,256279.83,345169.09,16055132.03,21897278.69
2019,9,SOCIEDADES,C1050,2685452.6,2116289.32,1201219.8,65316897.17,82754397.53
2019,9,SOCIEDADES,C1071,1203354.6400000001,1004014.11,332291.74,18127345.68,28128210.92
2019,9,SOCIEDADES,C1103,1011937.39,391587.95,341277.61,16613854.45,23364846.02
2019,10,SOCIEDADES,C1050,1939730.65,1547959.22,709595.4400000001,57619682.36,69489282.05
2019,10,SOCIEDADES,C1071,1239006.99,1036606.14,270786.77,19236818.650000002,29162297.44
2019,10,SOCIEDADES,C1103,2590810.65,1987570.4,355672.74,15554340.3,40800016.92
2019,11,SOCIEDADES,C1050,1931389.53,1535372.58,1998538.7699999998,62755469.44,74646022.81
2019,11,SOCIEDADES,C1071,1179303.82,997006.96,281968.75,17287026.99,29305279.39
2019,11,SOCIEDADES,C1103,5013188.7,3983612.09,343199.08,13910515.53,47447048.32
2019,12,SOCIEDADES,C1050,1364608.13,764058.29,1431292.8599999999,83491129.97,83734663.02
2019,12,SOCIEDADES,C1071,613165.91,481075.23,507593.92000000004,24077391.99,26590323.48
2019,12,SOCIEDADES,C1103,5525374.77,4527655.69,1620431.55,27683904.62,71710778.25
2020,1,SOCIEDADES,C1050,2851481.48,2368181.5300000003,480686.31,53442744.38,75887970.77
2020,1,SOCIEDADES,C1071,1636564.98,945562.92,205949.74,15177748.479999999,31231218.86
2020,1,SOCIEDADES,C1103,3722139.93,2944337.87,265976.34,15047829.19,44298813.78
2020,2,SOCIEDADES,C1050,2053086.3900000001,1635281.15,1499664.97,62086891.47,75171409.03
2020,2,SOCIEDADES,C1071,969380.73,827265.09,228776.87999999998,13764572.51,24020399.39
2020,2,SOCIEDADES,C1103,4522862.45,3669573.94,223955.77,14118149.89,49105593.01
2020,3,SOCIEDADES,C1050,1591232.78,1233508.5,928350.7,62724583.099999994,70380073.66
2020,3,SOCIEDADES,C1071,601684.98,462793.37,265240.65,16432470.14,23474398.18
2020,3,SOCIEDADES,C1103,1929.17,306.49,277167.13,20222715.43,20978030.77
2020,4,SOCIEDADES,C1050,843259.75,611673.8,545786.89,46737067.11,54275780.47
2020,4,SOCIEDADES,C1071,618841.5,523087.5,181643.98,12480241.860000001,19986908.18
2020,4,SOCIEDADES,C1103,850769.16,447.35,216199.69,12246764.35,5541515.95
2020,5,SOCIEDADES,C1050,743778.33,595340.4,1322862.94,54730827.230000004,61225465.95
2020,5,SOCIEDADES,C1071,1014573.85,856300.4900000001,189069.94,13039954.51,23886556.16
2020,5,SOCIEDADES,C1103,2468933.83,1562208.19,226481.06,8282130.75,27623830.6
2020,6,SOCIEDADES,C1050,2351024.88,1864661.9700000002,781072.71,48470215.97,65628050.79
2020,6,SOCIEDADES,C1071,1032518.98,870169.53,262363.11,15352268.02,25315104.91
2020,6,SOCIEDADES,C1103,3683899.17,2962119.71,480608.28,15041399.1,43856402.5
2020,7,SOCIEDADES,C1050,1240489.68,907519.84,682269.15,53520559.38,66988201.48
2020,7,SOCIEDADES,C1071,1210221,1027220.95,249136.03,15101829.72,26751935.02
2020,7,SOCIEDADES,C1103,3695276.88,2934697.41,782190.78,17691166.67,44140763.79
2020,8,SOCIEDADES,C1050,2161690.54,1571340.76,1259052.93,50982003.07,68292426.18
2020,8,SOCIEDADES,C1071,1278766.6,1101450.44,234822.43,14449508.42,27519716.049999997
2020,8,SOCIEDADES,C1103,2737188.87,2025339.7,350140.99,19376886.08,38077351.28
2020,9,SOCIEDADES,C1050,1238867.97,934802.71,854934.51,56185603.1,66112821.29
2020,9,SOCIEDADES,C1071,1287284.31,1099909.72,291681.39999999997,16705964.5,27515369.8
2020,9,SOCIEDADES,C1103,4358094.47,3514362.22,327861.61,19610200.54,53010304.69
2020,10,SOCIEDADES,C1050,2316088.38,1801987.86,624573.35,50326802.56,73260768.01
2020,10,SOCIEDADES,C1071,1213142.13,1014600.65,308016.88,18737326.47,28064705.669999998
2020,10,SOCIEDADES,C1103,4070374.21,3028144.21,510090.25,23031454.65,61867162.84
2020,11,SOCIEDADES,C1050,1060396.84,908803.17,1483208.98,58045102.62,64547515.76
2020,11,SOCIEDADES,C1071,957211.76,791329.17,324351.19,16051277.27,25105216.22
2020,11,SOCIEDADES,C1103,5662446.41,4635615.46,423151.99,20986594.71,57151175.6
2020,12,SOCIEDADES,C1050,901739.15,732138.27,1436127.54,69107599.03999999,70681069.63
2020,12,SOCIEDADES,C1071,620588.42,490506.6,665932.0800000001,23974396.67,29049776.22
2020,12,SOCIEDADES,C1103,5024484.87,3774052.73,1102109.13,34232583.69,73561682.05
2021,1,SOCIEDADES,C1050,2185896.95,1418740.02,522311.68,43338008.54,63560536.67
2021,1,SOCIEDADES,C1071,997490.6299999999,602301.25,216446.45,12375396.700000001,24155724.81
2021,1,SOCIEDADES,C1103,4194555.66,3222230.57,283385.7,17488434.71,50350832.99
2021,2,SOCIEDADES,C1050,2551665.67,2022252.93,505172.54000000004,46928743.83,69354240.79
2021,2,SOCIEDADES,C1071,959936.01,769100.9400000001,236282.97,14478241.75,23314340.490000002
2021,2,SOCIEDADES,C1103,4854254.25,3760780.78,215778.18,13904573.2,52823522.78
2021,3,SOCIEDADES,C1050,2190658.6999999997,1813061.3,868297.07,55667764.690000005,74651232.51
2021,3,SOCIEDADES,C1071,1188612.21,970080,320728.99,17119174.779999997,27686843.31
2021,3,SOCIEDADES,C1103,5081000.42,3792440.47,279289.15,16661090.28,57611462.13
2021,4,SOCIEDADES,C1050,1930220.42,1596636.1,700906.95,54580251.23,68155284.07000001
2021,4,SOCIEDADES,C1071,900535.96,700969.58,295328.57,16163016.940000001,25318453.64
2021,4,SOCIEDADES,C1103,2795583.31,1769613.94,316874.69,18622557.18,40175720.42
2021,5,SOCIEDADES,C1050,2026540.13,1623090.21,603726.81,54910674.260000005,72932485.66
2021,5,SOCIEDADES,C1071,908931.6499999999,727255.15,262338.82,15169981.33,25219759.68
2021,5,SOCIEDADES,C1103,4576195.53,3490314.01,368324.34,13876399.24,50000962.28
2021,6,SOCIEDADES,C1050,1978407.87,1632175.74,882798.46,55891242.7,67334717.14
2021,6,SOCIEDADES,C1071,1077057.84,859175.41,338543.73,17769687.200000003,27066398.23
2021,6,SOCIEDADES,C1103,7032627.05,5728196.02,405830.46,17364587.59,73740702.55
2021,7,SOCIEDADES,C1050,1807303.3,1485847.3399999999,675088.01,50930482.08,67245468.28999999
2021,7,SOCIEDADES,C1071,980229.96,774322.74,314974.01,17291700.48,26074769.61
2021,7,SOCIEDADES,C1103,3695220.98,2443455.14,671317.05,20451492.83,48593718.38
2021,8,SOCIEDADES,C1050,2009160.38,1682145.63,608260.77,56091518.96,70077550.09
2021,8,SOCIEDADES,C1071,1021358.48,831136.93,297557.24,18868294.29,27289003.31
2021,8,SOCIEDADES,C1103,3527345.39,2297369.89,400686.07,15166089.44,42371812.3
2021,9,SOCIEDADES,C1050,2322539.17,1935405.54,850660.02,57798727.78,75706458.27
2021,9,SOCIEDADES,C1071,1205706.19,974437.77,329634.1,19214939.19,28360155.57
2021,9,SOCIEDADES,C1103,4340349.15,2988145.81,403708.4,24014722.51,57730124.89
2021,10,SOCIEDADES,C1050,2497554.54,1985871.46,784555.4199999999,56263229.49,72666573.53
2021,10,SOCIEDADES,C1071,912409.39,722307.58,439110.68,21772408.97,28422031.389999997
2021,10,SOCIEDADES,C1103,2905184.7,1734817.38,460612.87,27242115.52,65726069.99
2021,11,SOCIEDADES,C1050,1576801.92,1073040.48,769886.51,62769105.57,73569468.31
2021,11,SOCIEDADES,C1071,999802.53,777286.03,397235.77,19358247.56,28148775.250000004
2021,11,SOCIEDADES,C1103,1475281.28,331928.73,406585.29,23174191.1,39548675.28
2021,12,SOCIEDADES,C1050,938293.2000000001,691241.45,3877626.76,90481080.36999999,80911595.47
2021,12,SOCIEDADES,C1071,606733.5900000001,421515.38,674845.12,27722624.330000002,31382257.319999997
2021,12,SOCIEDADES,C1103,4940880.95,3453569.7,1194509.84,40459257.33,55047557.76
2022,1,SOCIEDADES,C1050,2473665.06,891519.8,523508.73,51236464.39,67001391.94
2022,1,SOCIEDADES,C1071,908109.3099999999,561451.27,194816.13999999998,14106201.120000001,24504026.89
2022,1,SOCIEDADES,C1103,2920172.73,2091627.76,912958.93,22483188.2,43174449.74
2022,2,SOCIEDADES,C1050,1651048.72,683040.64,1080655.71,57197908.230000004,69802934.24
2022,2,SOCIEDADES,C1071,846287.33,687369.51,252691.45,17644160.650000002,24283054.1
2022,2,SOCIEDADES,C1103,5595491.17,4504127.74,266350.39,19165960.58,80438056.45
2022,3,SOCIEDADES,C1050,1904439.7,869671.4400000001,1098675.68,64027865.44,76111947.72
2022,3,SOCIEDADES,C1071,1308549.96,1073633.24,318995.12,17727278.44,29398583.06
2022,3,SOCIEDADES,C1103,5083905.24,4268378.11,278534.71,25419215.11,69543606.09
2022,4,SOCIEDADES,C1050,1917064.59,1191245.36,862945.84,62630125.67,77887052.8
2022,4,SOCIEDADES,C1071,1153312.04,958824.95,322163.81,21182054.14,29277175.68
2022,4,SOCIEDADES,C1103,4501951.57,3665526.52,321352.15,28431258.46,69834717.9
2022,5,SOCIEDADES,C1050,2476818.02,2086996.43,1034632.14,62242642.28,83411724.05
2022,5,SOCIEDADES,C1071,1241010.59,1017610.15,329162.19,21008638.79,32333319.799999997
2022,5,SOCIEDADES,C1103,5180928.4,4333049.71,455157.32,27456712.31,68848172.76
2022,6,SOCIEDADES,C1050,1132226.19,768780.06,1205985.47,70593807.63,68616261.9
2022,6,SOCIEDADES,C1071,1383241.95,1153172.17,325715.19,20659667.79,32517782.59
2022,6,SOCIEDADES,C1103,2419203.66,1813247.43,456944.07,33958116.43,49923169.08
2022,7,SOCIEDADES,C1050,2822227.4299999997,1190739.6300000001,721274.98,65259313.11,84866959.64999999
2022,7,SOCIEDADES,C1071,1467698.94,1189186.16,326290.7,21212533.82,32924146.66
2022,7,SOCIEDADES,C1103,5151956.36,4357329.53,474761.62,24367155.14,67956129.36
2022,8,SOCIEDADES,C1050,2538440.55,1891672.91,1273109.93,69348314.31,87031283.74
2022,8,SOCIEDADES,C1071,1498200.3599999999,1230985.32,327152.22,22951806.25,33571087.95
2022,8,SOCIEDADES,C1103,581077.03,8895.6,892626.15,34544984.04,60596547.71
2022,9,SOCIEDADES,C1050,1279727.08,933196.9,1101992.4,81428652.3,86887099.48
2022,9,SOCIEDADES,C1071,1634617.45,1337157.2,347863.41,22292220.56,34513860.95
2022,9,SOCIEDADES,C1103,4280686.29,3087658.57,440985.25,28284243.87,54781408.669999994
2022,10,SOCIEDADES,C1050,2913619.68,2289360.5700000003,779460.93,69936248.43,86966494.78
2022,10,SOCIEDADES,C1071,1364237.12,1125104.47,329537.68,22501024.48,33958597.14
2022,10,SOCIEDADES,C1103,3519720.75,2828544.71,474310.02,31917096.08,55383594.82
2022,11,SOCIEDADES,C1050,1490837.8900000001,1008495.85,1357094.49,76108982.14,81470416.54
2022,11,SOCIEDADES,C1071,1281330.07,1067041.98,358091.88,22343361.12,33947080.19
2022,11,SOCIEDADES,C1103,3801617.3,3205951.86,511417.5,26167055.53,52931468.4
2022,12,SOCIEDADES,C1050,1491087.55,956072.57,1480945.17,82000491.97,85894451.87
2022,12,SOCIEDADES,C1071,786834.0700000001,561661.22,587578.17,28101434.17,35458663.59
2022,12,SOCIEDADES,C1103,3606634.69,2945902.34,1296912.2,26103343.03,58310347.93
2023,1,SOCIEDADES,C1050,2478009.85,1904252.67,610392.1799999999,62199503.44,78972162.79
2023,1,SOCIEDADES,C1071,1316835.47,1000026.6599999999,246855.63999999998,20351568.69,32419450.66
2023,1,SOCIEDADES,C1103,4360540.28,3818743.36,361107.69,21910314.54,48068182.949999996
2023,2,SOCIEDADES,C1050,1976616.05,1402530.26,1210098.33,64184638.81,77235972.64
2023,2,SOCIEDADES,C1071,1434293.31,1182381.33,281267.62,19654554.41,31269115.09
2023,2,SOCIEDADES,C1103,3171603.94,2750222.31,384217.66,24698743.27,47051775.72
2023,3,SOCIEDADES,C1050,2014644.96,1411388.4200000002,751624.88,74017664.87,89837330.29
2023,3,SOCIEDADES,C1071,1545179.71,1240937.9,376710.57,25380049.62,37471623.17
2023,3,SOCIEDADES,C1103,3659801.62,2991979.22,340992.64,20565974.05,63372724.31
2023,4,SOCIEDADES,C1050,2712955.91,2223323.04,983110.91,61316170.6,82793209.74
2023,4,SOCIEDADES,C1071,1470604.91,1252298.66,304272.72000000003,21047173.869999997,31796461.009999998
2023,4,SOCIEDADES,C1103,5463790.3,4731554.9,409237.45,20296187.23,59298391.15
2023,5,SOCIEDADES,C1050,1982286.8,1348471.6500000001,1499747.09,78121325.87,91789495.54
2023,5,SOCIEDADES,C1071,1582281.09,1335888.59,334551.26,22869086.42,34814391.93
2023,5,SOCIEDADES,C1103,4545364.05,3769103.91,415755.97,24714515.94,66772179.31
2023,6,SOCIEDADES,C1050,1728824.68,1238789.19,1016291.9800000001,76101930.34,86609356.85
2023,6,SOCIEDADES,C1071,1607270.49,1338628.48,358521.06,23874719.36,37210973.21
2023,6,SOCIEDADES,C1103,6106942.5,5410827.93,500061.57,19238922.01,61307596.99
2023,7,SOCIEDADES,C1050,2223465.38,1774795.99,767821.76,68610808.82,87326292.96000001
2023,7,SOCIEDADES,C1071,1777872.31,1518755.5,297135.59,20789041.19,34630680.879999995
2023,7,SOCIEDADES,C1103,4725569.1,3971778.06,467473.27,24056914.93,64361032.23
2023,8,SOCIEDADES,C1050,1927094.35,1301132.07,1473196.36,77473016.15,91189384.93
2023,8,SOCIEDADES,C1071,1847767.62,1574871.67,282964.12,24868393.73,38362857.58
2023,8,SOCIEDADES,C1103,5250429.63,4553581.95,749423.15,24754709.2,62232953.83
2023,9,SOCIEDADES,C1050,1845269.47,1352400.18,867954.5599999999,72089476.22,84104921.83
2023,9,SOCIEDADES,C1071,1491597.1500000001,1269171.92,316747.24,23560451.66,35825906.9
2023,9,SOCIEDADES,C1103,4777006.82,4046503.22,378188.15,25100140.49,64194156.99
2023,10,SOCIEDADES,C1050,1848078.54,1234024.95,757616.73,73998107.74,88824242.47
2023,10,SOCIEDADES,C1071,1272621.49,1049812.78,285126.41000000003,33171741.070000004,35236172.98
2023,10,SOCIEDADES,C1103,4883679.14,4207608.96,424713.67,27285942.61,58144508.93
2023,11,SOCIEDADES,C1050,153.6,153.6,65.53,134763.84,129483.11
2023,11,SOCIEDADES,C1071,1220.92,0,0,51684.22,61858.58
2023,11,SOCIEDADES,C1103,0,0,0,0,0
2023,12,SOCIEDADES,C1103,0,0,0,0,0
